Num,Ticker,Name,Data FX,FY 2002,FY 2003,FY 2004,FY 2005,FY 2006,FY 2007,FY 2008,FY 2009,FY 2010,FY 2011,FY 2012,FY 2013,FY 2014,FY 2015,FY 2016,FY 2017,FY 2018,FY 2019,FY 2020,FY 2021,FY 2022,FY 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,MSB AU Equity,MESOBLAST LTD,AUD,#N/A,#N/A,#N/A,19.2628,11.965,24.1611,26.2161,25.79,37.9193,515.8442,467.8534,691.0054,606.6617,790.554,709.2265,673.0477,738.4474,686.1389,797.2801,775.5062,719.103,752.4936,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,DUR AU Equity,DURATEC LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,10.1277,18.0481,20.808,25.919,30.957,46.063,46.063,46.063,46.063,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,NGI AU Equity,NAVIGATOR GLOBAL INVESTMENTS,AUD,#N/A,#N/A,#N/A,0.4109,8.3759,20.6351,511.1991,82.468,88.403,126.6368,128.725,144.6376,152.1,333.9984,341.6409,327.7468,290.7547,305.4058,291.135,494.3324,598.2595,632.0858,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,GDG AU Equity,GENERATION DEVELOPMENT GROUP,AUD,#N/A,#N/A,#N/A,#N/A,27.333,45.599,49.691,27.357,26.505,27.799,13.071,12.012,9.596,8.475,8.549,11.161,16.884,20.674,17.371,51.454,57.351,59.051,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,IGL AU Equity,IVE GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,41.883,81.527,137.616,199.341,205.807,164.502,176.027,182.572,193.558,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,CVC AU Equity,CVC LTD,AUD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213.519,198.4352,206.1693,179.7888,216.0405,219.6622,176.1233,179.506,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,GRX AU Equity,GREENEX METALS LTD,AUD,0.0414,-0.0137,0.8484,0.6068,6.811,8.8387,17.4309,16.2951,15.7581,19.2357,14.2004,13.0128,21.3323,9.3993,17.8158,13.0951,12.4457,7.3086,3.9986,5.6841,11.8124,15.7215,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,PPS AU Equity,PRAEMIUM LTD,AUD,#N/A,#N/A,#N/A,#N/A,17.7482,18.688,14.9806,4.449,5.1571,5.4938,6.592,15.9116,13.9981,15.7639,16.24,17.0933,20.2799,23.5729,30.5871,79.9139,102.3414,108.1216,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,GDI AU Equity,GDI PROPERTY GROUP,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,534.8,544.162,556.256,597.318,659.036,690.578,720.876,782.645,760.704,777.603,764.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,OBM AU Equity,ORA BANDA MINING LTD,AUD,#N/A,#N/A,2.0046,1.2203,35.391,49.086,-3.024,-14.835,3.761,-0.802,-5.215,-27.101,-33.2698,-40.8965,4.1645,11.115,-35.977,35.368,48.031,102.017,34.835,31.085,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,SOLG LN Equity,SOLGOLD PLC,AUD,#N/A,#N/A,#N/A,#N/A,11.1216,10.3794,16.8727,18.9676,32.0427,57.0637,39.7809,18.8044,29.5689,30.3585,46.9737,163.9724,230.7166,339.7541,409.2715,451.6769,479.2368,469.2245,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,CVN AU Equity,CARNARVON ENERGY LTD,AUD,4.853,5.175,6.9515,4.2366,8.7063,21.4575,34.49,68.574,82.372,67.299,68.316,96.828,104.76,138.428,135.508,98.928,118.776,161.772,236.658,254.514,269.978,266.355,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,ZIP AU Equity,ZIP CO LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7.7256,5.4274,4.5087,3.2248,1.6943,-0.196,11.5355,11.6253,33.3803,76.2995,205.4,1123.438,437.749,234.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,MAU AU Equity,MAGNETIC RESOURCES NL,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,4.0717,2.3686,1.1577,4.6998,3.1408,1.5497,0.9038,0.6903,0.8836,0.5309,0.6989,0.7777,4.9346,4.1074,7.1233,2.1824,3.7038,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,D2O AU Equity,DUXTON WATER LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,68.801,77.378,125.027,142.682,144.093,146.04,144.864,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,AKP AU Equity,AUDIO PIXELS HOLDINGS LTD,AUD,#N/A,#N/A,#N/A,3.1784,3.2352,3.2866,3.3763,3.2234,3.5573,6.2475,9.2583,7.7063,4.1708,0.72,3.3587,-0.2133,13.1466,7.2335,5.7769,0.6054,0.1482,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,CGS AU Equity,COGSTATE LTD,AUD,0.02,-1.274,6.0546,3.8305,3.0961,1.5837,1.9253,4.9362,7.021,6.3031,10.2223,8.8093,13.0153,10.1149,13.7949,14.4339,15.8029,14.4239,22.4786,29.0561,47.6304,56.5131,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,MLX AU Equity,METALS X LTD,AUD,#N/A,#N/A,#N/A,50.8286,42.1345,168.1172,233.4329,176.4407,201.8661,263.9539,212.8238,273.7704,311.6592,346.2666,394.9083,198.7462,170.4502,101.5933,51.791,138.646,309.682,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,UNI AU Equity,UNIVERSAL STORE HOLDINGS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,76.5,102.976,111.509,136.443,136.443,136.443,136.443,136.443,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,COE AU Equity,COOPER ENERGY LTD,AUD,#N/A,7.212,14.3011,25.7729,36.088,49.066,115.491,123.311,125.097,114.863,136.945,137.21,167.793,103.871,91.55,285.047,443.882,433.713,351.082,325.796,498.425,496.873,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,HZN AU Equity,HORIZON OIL LTD,AUD,37.105,20.121,24.9849,16.342,29.775,49.4059,45.1792,75.0526,135.0715,142.4379,158.0107,183.1082,236.1694,332.5337,140.3706,139.0023,128.9005,201.549,120.254,147.0922,143.5561,143.6137,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,LGL AU Equity,LYNCH GROUP HOLDINGS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,65.904,70.5958,221.341,242.755,238.526,238.526,238.526,238.526,238.526,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,COG AU Equity,COG FINANCIAL SERVICES LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,36.8784,56.8112,88.6931,189.043,189.879,198.974,192.387,189.661,207.615,214.47,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,HLA AU Equity,HEALTHIA LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,11.086,51.126,57.856,92.527,172.464,192.234,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,SVM AU Equity,SOVEREIGN METALS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,7.4056,4.7787,1.5182,0.7442,2.7039,2.2615,9.0112,9.9761,7.6198,8.8725,9.1616,10.2843,10.144,9.2981,15.0763,25.1611,9.6726,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,SVL AU Equity,SILVER MINES LTD,AUD,#N/A,#N/A,#N/A,#N/A,-0.0473,5.3052,4.7172,4.2205,5.1557,12.2842,12.5057,13.919,5.5528,4.7346,42.8735,52.1903,56.7909,61.1025,83.6235,119.7415,112.681,125.9248,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,WR1 AU Equity,WINSOME RESOURCES LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,24.7048,69.0218,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,BCB AU Equity,BOWEN COKING COAL LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,24.5713,20.6559,17.1215,3.7961,-0.8996,1.1978,0.5298,7.2253,9.4277,10.4806,14.949,70.2359,35.0474,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,IPX AU Equity,IPERIONX LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.0931,4.0718,3.514,2.8776,1.7601,10.7345,30.8341,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,A1N AU Equity,ARN MEDIA LTD,AUD,1477.378,1556.576,1260.226,1257.446,1172.342,1275.77,1049.392,1156.536,1188.205,1112.801,585.499,610.545,468.69,461.525,762.468,622.679,572.132,529.905,492.243,493.096,359.405,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,PGH AU Equity,PACT GROUP HOLDINGS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-679.732,-655.579,-1076.755,307.285,326.869,369.194,405.108,583.2,322.595,372.649,431.87,423.777,408.691,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PBH AU Equity,POINTSBET HOLDINGS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.3616,4.3935,74.5067,177.1253,448.1492,736.355,501.455,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,ABA AU Equity,AUSWIDE BANK LTD,AUD,76.804,79.926,79.8064,82.287,88.3559,92.3003,140.028,150.9782,160.5867,194.6963,197.1611,186.9219,195.9783,199.9901,216.655,223.708,236.742,238.497,242.038,256.537,282.062,293.878,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,1712 HK Equity,DRAGON MINING LTD,AUD,6.78,7.625,30.0811,27.9457,8.163,41.829,44.163,43.921,45.807,40.285,50.724,16.64,23.11,26.843,30.815,31.359,37.447,43.364,53.478,59.969,60.596,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,ACF AU Equity,ACROW FORMWORK AND CONSTRUCT,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.2796,1.8115,44.142,50.0626,118.5765,-33.7101,-6.8124,-8.8791,1.0399,0.4665,39.0456,47.6231,58.2952,61.4874,83.319,102.8837,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,SYM AU Equity,SYMBIO HOLDINGS LTD,AUD,#N/A,#N/A,#N/A,#N/A,1.3731,-0.2887,-1.7362,-1.5658,0.0136,0.3865,2.555,10.777,14.24,19.048,38.968,68.347,76.233,81.983,138.953,150.052,162.039,164.345,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,ASM AU Equity,AUSTRALIAN STRATEGIC MATERIA,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,31.3032,28.0556,-4.758,202.605,199.697,215.962,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,SVR AU Equity,SOLVAR LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,22.3649,22.8073,24.0896,25.4508,30.5245,33.4367,51.2158,81.0956,122.7277,156.517,182.059,219.179,239.854,249.852,336.519,368.918,377.127,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,IPD AU Equity,IMPEDIMED LTD,AUD,#N/A,#N/A,#N/A,#N/A,-4.679,-17.7883,12.3004,10.0671,22.23,20.683,17.31,10.594,13.532,34.837,85.254,58.797,35.804,15.785,27.361,25.514,51.044,60.879,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,SFX AU Equity,SHEFFIELD RESOURCES LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.069,6.4572,15.5872,20.3933,29.4907,30.6696,35.2699,45.7063,61.685,72.64,86.82,128.387,155.626,169.615,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,TBN AU Equity,TAMBORAN RESOURCES LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-25.6418,-39.5902,104.364,128.6077,220.8326,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,CTM AU Equity,CENTAURUS METALS LTD,AUD,5.252,3.871,3.8663,3.8556,4.165,9.0938,10.7367,9.5257,30.8432,34.3574,27.0915,12.0083,6.5075,3.8743,4.7513,3.4822,3.9672,11.7964,26.1183,16.7506,49.3287,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,BBN AU Equity,BABY BUNTING GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,59.431,63.529,72.014,92.724,94.128,91.001,92.544,93.369,106.074,114.721,107.934,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,CAT AU Equity,CATAPULT GROUP INTERNATIONAL,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.6653,11.9129,11.9395,114.762,127.07,120.683,118.118,76.925,146.186,128.4938,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,DGL AU Equity,DGL GROUP LTD/AU,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,195.271,305.788,333.635,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,LKE AU Equity,LAKE RESOURCES NL,AUD,5.352,3.032,4.8988,4.8687,4.75,4.5338,4.4481,5.3801,5.2621,6.74,6.6033,0.0777,-0.0574,0.1097,0.068,3.229,6.5051,12.4418,17.0493,46.8713,218.8325,176.3245,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,SFC AU Equity,SCHAFFER CORP LTD,AUD,52.824,64.637,62.268,53.835,50.106,53.12,56.95,61.112,58.745,58.627,64.107,70.385,74.553,76.376,79.187,83.705,102.586,116.044,123.799,204.458,220.985,224.932,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,ECF AU Equity,ELANOR COMMERCIAL PROPERTY F,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,127.698,231.568,243.463,379.734,317.799,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,CRD AU Equity,CONRAD ASIA ENERGY LTD-CDI,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,51.7743,35.6966,24.9804,58.3267,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,AGY AU Equity,ARGOSY MINERALS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5088,1.2662,0.9102,-0.2795,0.2885,0.0652,3.5504,20.7059,18.0972,24.71,20.4886,56.728,94.3375,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,GLN AU Equity,GALAN LITHIUM LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.7033,2.1735,1.7073,1.2924,0.9331,1.1732,0.5268,9.0142,16.4539,20.7655,38.3492,86.8604,116.4484,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,MAY AU Equity,MELBANA ENERGY LTD,AUD,3.055,3.363,4.0922,0.9251,2.497,85.0245,153.8627,138.2948,160.6582,209.9361,205.6218,159.8105,26.7285,16.7152,5.6037,5.7795,6.695,7.8527,8.8461,7.0896,37.1723,52.9926,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,GNX AU Equity,GENEX POWER LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.0002,0.1765,10.263,6.0916,19.1627,15.2802,8.446,11.3812,134.2937,200.315,198.1411,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,BDM AU Equity,BURGUNDY DIAMOND MINES LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.0331,4.9639,4.0997,5.8849,4.444,3.7516,2.4624,4.1956,1.4253,5.3227,165.8694,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,OPT AU Equity,OPTHEA LTD,AUD,41.348,36.382,41.6955,45.0415,56.6906,60.9657,51.4074,38.7732,31.8201,21.8242,20.1969,14.3589,10.4793,21.7216,14.9782,54.492,38.1724,31.1195,64.685,180.4532,69.4114,-8.7767,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,GDF AU Equity,GARDA PROPERTY GROUP,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,45.119,45.401,34.376,99.925,105.988,135.903,177.884,217.096,280.558,301.97,428.14,408.369,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,SXL AU Equity,SOUTHERN CROSS MEDIA GROUP L,AUD,#N/A,#N/A,#N/A,#N/A,804.413,763.111,965.796,843.123,1032.389,1509.762,1534.37,1566.136,1213.61,936.772,596.548,651.097,591.237,434.416,588.397,642.519,460.407,435.149,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,ORR AU Equity,ORECORP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.2048,7.5394,10.3679,7.7176,7.1429,18.7775,23.6304,16.5102,11.1315,31.7387,74.0504,48.7022,30.3036,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,ALG AU Equity,ARDENT LEISURE GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,420.776,406.655,487.29,505.502,579.482,619.983,531.722,444.118,385.102,269.884,169.684,63.669,254.579,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,ADH AU Equity,ADAIRS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,41.9,77.952,95.59,100.312,116.18,118.317,140.571,164.66,197.883,202.221,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,URF AU Equity,US MASTERS RESIDENTIAL PROPE,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,95.613,238.2941,349.244,461.7155,535.1417,583.8439,688.9285,733.4062,560.8162,409.6762,444.7986,455.4165,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,QGL AU Equity,QUANTUM GRAPHITE LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.1643,8.6405,12.2123,2.3427,-0.324,0.6854,16.3561,15.3956,17.5316,16.8519,17.645,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,ASN AU Equity,ANSON RESOURCES LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.3687,3.9527,3.2691,2.6152,1.8984,1.6286,1.3996,0.6027,2.0212,2.5371,1.6861,2.8519,7.3741,56.4966,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,DUG AU Equity,DUG TECHNOLOGY LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.4753,15.361,22.9225,31.36,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,QOR AU Equity,QORIA LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.1725,0.4842,-0.6039,2.6113,7.043,7.9345,4.4066,33.3377,165.3094,158.8598,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,SXE AU Equity,SOUTHERN CROSS ELECTRICAL,AUD,#N/A,#N/A,#N/A,5.3575,5.3575,12.8324,33.3026,41.2376,47.42,72.6684,86.867,101.317,104.253,88.698,87.681,99.756,141.11,147.708,158.373,171.173,174.288,182.099,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PYC AU Equity,PYC THERAPEUTICS LTD,AUD,#N/A,#N/A,#N/A,5.7809,2.1143,2.1967,2.6946,1.9112,-0.4371,4.3527,2.6939,1.1949,3.7187,0.962,5.8302,8.8591,1.6473,6.2994,30.1955,53.9243,40.2023,28.4426,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,HUM AU Equity,HUMM GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,83.873,98.645,119.079,205.628,233.176,270.753,364.585,385,410.5,612.4,671.8,616.5,616.1,578.4,759.1,627.7,626.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,CAJ AU Equity,CAPITOL HEALTH LTD,AUD,#N/A,#N/A,#N/A,#N/A,1.6317,0.6691,18.6821,17.6639,19.2559,20.2118,24.465,34.1053,38.6648,93.883,84.641,119.027,101.863,111.206,144.039,146.028,154.043,138.082,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,SEE LN Equity,SEEING MACHINES LTD,AUD,#N/A,#N/A,#N/A,#N/A,3.9132,3.6284,7.0904,1.5398,4.8342,2.6745,1.1501,3.7342,29.4067,30.1343,40.4243,37.5729,63.3266,87.48,46.209,72.048,73.816,66.531,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,IREN US Equity,IRIS ENERGY LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,12.7983,-65.9651,632.7575,457.8812,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,TRJ AU Equity,TRAJAN GROUP HOLDINGS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,13.627,16.02,17.74,66.082,116.506,129.529,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,BOT AU Equity,BOTANIX PHARMACEUTICALS LTD,AUD,4.047,2.648,2.2445,3.4519,2.2239,2.8968,1.2861,0.8777,-1.7966,-2.2313,-2.3336,-2.5012,2.2435,1.229,3.1809,5.4368,16.2849,0.6152,23.6368,20.8001,8.1518,22.951,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,TRS AU Equity,REJECT SHOP LTD/THE,AUD,10.9635,15.579,17.4104,21.893,26.635,29.485,36.033,40.428,51.543,53.05,68.515,125.067,120.272,134.673,135.342,135.153,150.986,125.322,143.063,156.731,176.803,181.935,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,GNP AU Equity,GENUSPLUS GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,18.412,24.792,43.16,57.7102,93.4231,104.9761,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PBP AU Equity,PROBIOTEC LTD,AUD,#N/A,#N/A,#N/A,21.3158,26.5451,38.0222,44.0798,52.2842,73.4535,61.3154,62.4742,63.5191,64.3204,39.6312,43.6347,44.5667,52.3463,49.849,60.509,68.6132,79.0495,87.1381,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,WOT AU Equity,WOTSO PROPERTY,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30.087,24.14,61.752,45.576,49.975,62.789,66.49,71.814,92.674,151.434,254.44,257.221,272.53,296.866,276.611,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,AGE AU Equity,ALLIGATOR ENERGY LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.5515,19.1257,18.6005,17.2673,18.1906,21.2449,13.3521,12.1876,13.2651,8.5807,8.6273,13.3458,44.0011,41.4413,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,ATA AU Equity,ATTURRA LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-7.7324,10.0002,12.1854,42.404,79.061,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,4DS AU Equity,4DS MEMORY LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.395,5.2735,3.9327,3.6447,3.7213,1.4797,1.2939,2.548,3.1748,2.4034,1.6167,3.9441,5.4083,5.6588,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,VIT AU Equity,VITURA HEALTH LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0675,-2.7922,13.4967,3.9627,26.0748,34.9019,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,NTU AU Equity,NORTHERN MINERALS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,7.6772,4.0201,0.5662,2.2093,7.3974,8.7142,0.2011,12.6163,-1.6677,-0.7821,14.7746,31.7273,10.6799,11.6565,28.9971,5.5822,-6.4669,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PSQ AU Equity,PACIFIC SMILES GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,19.4259,24.8376,18.8429,41.009,42.968,44.289,41.878,41.082,36.893,61.182,58.922,61.267,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,A2B AU Equity,A2B AUSTRALIA LTD,AUD,103.5031,120.619,126.729,140.05,156.773,217.611,263.408,279.703,294.905,306.78,320.773,339.131,366.286,393.035,387.022,181.154,162.195,164.086,130.591,112.984,86.14,114.226,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,CYC AU Equity,CYCLOPHARM LTD,AUD,#N/A,#N/A,#N/A,#N/A,-0.5661,7.3421,13.2108,13.9286,13.7662,14.6048,15.6084,3.6618,7.7562,13.1022,12.4618,17.2494,17.016,23.2039,17.1158,43.0677,36.5366,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,KPG AU Equity,KELLY PARTNERS GROUP HOLDING,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8.5955,10.6767,9.335,19.834,24.1198,24.1282,22.9234,25.1561,33.9527,35.471,,,,,,,,,,,,,,,,,,,,,,,,,,,
