Num,Ticker,Name,Data FX,FY 2000,FY 2001,FY 2002,FY 2003,FY 2004,FY 2005,FY 2006,FY 2007,FY 2008,FY 2009,FY 2010,FY 2011,FY 2012,FY 2013,FY 2014,FY 2015,FY 2016,FY 2017,FY 2018,FY 2019,FY 2020,FY 2021,,,,,,
308,AVJ AU Equity,AVJENNINGS LTD,AUD,0.43,0.7,1.12,1.03,2.29,1.32,1.345,1.29,0.6,0.26,0.45,0.47,0.3,0.44,0.57,0.645,0.56,0.655,0.705,0.54,0.465,#N/A,,,,,,
309,NEU AU Equity,NEUREN PHARMACEUTICALS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,0.53,0.4,0.18,0.01,0.037,0.016,0.027,0.035,0.115,0.12,0.115,0.056,3.2,1.4,2.48,#N/A,#N/A,,,,,,
310,ABA AU Equity,AUSWIDE BANK LTD,AUD,3.25,3.92,5.72,6.55,6.58,7.24,10.4,12,9.5,6.9,10.2,8.5,5.8100000000000005,5.25,5.5,5.05,5.08,5.14,5.63,5.13,4.84,#N/A,,,,,,
311,IMA AU Equity,IMAGE RESOURCES NL,AUD,#N/A,#N/A,#N/A,0.115,0.43,0.32,0.46,2.39,0.91,0.635,0.42,0.44,0.285,0.11,0.135,0.066,0.047,0.125,0.11,0.25,#N/A,#N/A,,,,,,
312,MVF AU Equity,MONASH IVF GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.7650000000000001,1.28,1.8199999999999998,1.78,1.08,1.395,0.53,#N/A,,,,,,
313,NVL AU Equity,NATIONAL VETERINARY CARE LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.3,2.36,2.65,2.18,#N/A,#N/A,,,,,,
314,CGL AU Equity,CITADEL GROUP LTD/THE,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.88,5.4,5.09,6.57,4.6,3.17,#N/A,,,,,,
315,CL1 AU Equity,CLASS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.3,3,2.4,1.495,1.335,#N/A,,,,,,
316,BYE AU Equity,BYRON ENERGY LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,0.91,1.09,1.18,0.83,0.54,0.465,0.45,0.56,0.405,0.7,0.23,0.13,0.095,0.355,0.29,0.14,#N/A,,,,,,
317,PPE AU Equity,PEOPLE INFRASTRUCTURE LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.6,3.34,2,#N/A,,,,,,
318,OTW AU Equity,OVER THE WIRE HOLDINGS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.19,2.1,3.31,4.9,3.46,#N/A,,,,,,
319,FRI AU Equity,FINBAR GROUP LTD,AUD,0.275,0.26,0.23,0.27,0.27,0.4,0.91,0.8,0.615,0.8,1,0.985,1.075,1.255,1.63,1.19,0.83,0.8,0.96,0.84,0.7,#N/A,,,,,,
320,CYL AU Equity,CATALYST METALS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.225,0.125,0.08,0.09,0.395,0.55,0.33,0.32,0.42,0.59,0.495,1.5,1.96,2.75,#N/A,,,,,,
321,NET AU Equity,NETLINKZ LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.033,0.035,0.007,0.145,0.23,0.058,0.017,0.035,0.165,0.058,#N/A,,,,,,
322,SDG AU Equity,SUNLAND GROUP LTD,AUD,0.55,0.34,0.57,0.64,1.04,1.5,2.18,4.08,2.27,0.665,0.68,0.615,0.93,1.415,1.56,1.7850000000000001,1.415,1.78,1.815,1.7,1.15,#N/A,,,,,,
323,SO4 AU Equity,SALT LAKE POTASH LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.6,0.575,0.26,0.21,0.285,0.053,0.032,0.01,0.15,0.34,0.415,0.57,0.72,0.52,#N/A,,,,,,
324,SDA AU Equity,SPEEDCAST INTERNATIONAL LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.8399999999999999,4.15,3.5,5.36,2.91,0.94,#N/A,#N/A,,,,,,
325,HFR AU Equity,HIGHFIELD RESOURCES LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.19,0.34,0.575,1.48,1.375,1.025,0.645,0.68,#N/A,#N/A,,,,,,
326,MCR AU Equity,MINCOR RESOURCES NL,AUD,0.062,0.16,0.25,0.39,0.71,0.625,0.945,4.7,3.32,1.55,1.815,0.905,0.645,0.48,0.825,0.57,0.3,0.18,0.38,0.44,0.78,#N/A,,,,,,
327,RFG AU Equity,RETAIL FOOD GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.845,1.46,1.27,1.6,2.65,2.41,2.65,3.95,4.54,5.43,5.53,4.7,0.54,0.13,0.07,#N/A,,,,,,
328,LYL AU Equity,LYCOPODIUM LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,1.8,2.75,3.65,4.75,1.37,3.14,5.75,6.67,4.27,2.1,1.28,2.11,3.15,4.65,4.84,4.76,#N/A,,,,,,
329,DUB AU Equity,DUBBER CORP LTD,AUD,0.3,0.245,0.17,0.065,0.079,0.024,0.024,0.02,0.026,0.003,0.003,0.004,0.16,0.07,0.034,0.325,0.415,0.215,0.42,1.34,1.13,#N/A,,,,,,
330,ED1 AU Equity,EVANS DIXON LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.4,0.8,0.535,#N/A,,,,,,
331,MOZ AU Equity,MOSAIC BRANDS LTD,AUD,0.81,0.64,0.95,1.37,2.1,3.1,3.65,4.2,1.8900000000000001,0.91,1.06,0.68,0.665,0.6,0.47,0.7,1,1.75,2.94,2.7199999999999998,0.72,#N/A,,,,,,
332,LEG AU Equity,LEGEND MINING LTD,AUD,0.11,0.115,0.035,0.135,0.065,0.075,0.088,0.046,0.011,0.038,0.079,0.029,0.019,0.008,0.006,0.008,0.01,0.03,0.029,0.09,#N/A,#N/A,,,,,,
333,MAD AU Equity,MADER GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,
334,PAN AU Equity,PANORAMIC RESOURCES LTD,AUD,#N/A,#N/A,0.405,0.29,0.77,0.86,1.18,4.14,4.04,2.27,2.18,1.75,0.61,0.2,0.83,0.465,0.135,0.22,0.62,0.295,0.081,#N/A,,,,,,
335,CDD AU Equity,CARDNO LTD,AUD,#N/A,#N/A,#N/A,#N/A,1.5699999999999998,2.8,4.4,7.3,4.54,3.45,4,5.38,7.5600000000000005,5.18,6.32,3.23,0.545,1.22,1.33,0.945,0.24,#N/A,,,,,,
336,BTH AU Equity,BIGTINCAN HOLDINGS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.23,0.33,0.52,0.735,#N/A,,,,,,
337,FDV AU Equity,FRONTIER DIGITAL VENTURES LT,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.49,0.7,0.5,0.815,#N/A,#N/A,,,,,,
338,PPS AU Equity,PRAEMIUM LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.6,0.88,0.33,0.135,0.13,0.15,0.075,0.06,0.155,0.33,0.345,0.355,0.88,0.4,0.36,#N/A,,,,,,
339,FMS AU Equity,FLINDERS MINES LTD,AUD,#N/A,#N/A,0.11,0.072,0.029,0.02,0.021,0.011,0.23,0.055,0.086,0.12,0.13,0.029,0.02,0.016,0.026,0.055,0.081,0.063,0.029,#N/A,,,,,,
340,SPT AU Equity,SPLITIT PAYMENTS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.66,#N/A,#N/A,,,,,,
341,SVY AU Equity,STAVELY MINERALS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.43,0.35,0.1,0.105,0.27,0.225,0.595,#N/A,,,,,,
342,SFC AU Equity,SCHAFFER CORP LTD,AUD,3.22,4,9.5,12.25,14.3,4.68,5.7,8.57,7.2,4.3,4.5600000000000005,3.26,3.6,4.32,5.91,4.85,5.1,7,13.25,13.645,13.2,#N/A,,,,,,
343,PDN AU Equity,PALADIN ENERGY LTD,AUD,0.039,0.029,0.03,0.011,0.135,1.175,4.11,8.26,6.41,4.93,3.59,2.52,1.25,0.875,0.295,0.245,0.185,0.047,0.175,0.125,0.1,#N/A,,,,,,
344,APD AU Equity,APN PROPERTY GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,1.3599999999999999,2.38,3.45,0.695,0.185,0.17,0.17,0.16,0.205,0.285,0.37,0.5,0.405,0.45,0.5,0.54,#N/A,,,,,,
345,FWD AU Equity,FLEETWOOD CORP LTD,AUD,1.25,1.26,2.5,4.08,7.65,6.21,6.6,8.7,9.25,5.9,9.19,11.33,11.74,3.6,2.33,1.37,1.885,2.36,2.27,1.7,1.595,#N/A,,,,,,
346,PCK AU Equity,PAINCHEK LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.2,0.2,0.038,0.017,0.011,0.025,0.056,0.2,0.115,#N/A,,,,,,
347,VTG AU Equity,VITA GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.3,0.68,0.23,0.09,0.22,0.22,0.25,0.625,0.74,1.6949999999999998,4.11,1.11,0.98,1.305,0.965,#N/A,,,,,,
348,MMI AU Equity,METRO MINING LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.25,0.59,0.25,0.052,0.032,0.09,0.065,0.145,0.16,0.14,#N/A,#N/A,,,,,,
349,SYR AU Equity,SYRAH RESOURCES LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.09,0.033,0.1,0.12,2.33,2.04,4.14,3.74,3.05,4.51,1.505,0.47,#N/A,#N/A,,,,,,
350,KSC AU Equity,K & S CORP LTD,AUD,1.22,2.15,2.26,3.05,2.5,3.2,3.6,3.5,3,2.2,2.56,1.41,1.225,1.7,1.25,1.32,1.32,1.6,1.6099999999999999,1.825,1.28,#N/A,,,,,,
351,DNK AU Equity,DANAKALI LTD,AUD,#N/A,#N/A,#N/A,#N/A,0.135,0.135,0.094,0.215,0.325,0.091,0.68,2.42,1.02,0.205,0.155,0.29,0.48,0.715,0.74,0.6,#N/A,#N/A,,,,,,
352,KLL AU Equity,KALIUM LAKES LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.36,0.54,0.585,0.145,#N/A,,,,,,
353,BRL AU Equity,BATHURST RESOURCES LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.22,0.06,0.17,1.025,0.38,0.125,0.045,0.015,0.012,0.091,0.15,0.12,0.049,#N/A,,,,,,
354,EGN AU Equity,ENGENCO LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.05,1.22,0.205,0.16,0.105,0.5,0.14,0.115,0.095,0.1,0.21,0.485,0.42,0.45,#N/A,,,,,,
355,ATU AU Equity,ATRUM COAL LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.64,1.71,1.19,0.5,0.175,0.086,0.39,#N/A,#N/A,,,,,,
356,AMX AU Equity,AEROMETREX LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.5,#N/A,,,,,,
357,GTN AU Equity,GTN LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.02,2.4,2.18,0.91,0.41,#N/A,,,,,,
358,SOM AU Equity,SOMNOMED LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,0.205,0.069,0.018,0.032,0.023,0.795,1.25,0.88,0.91,1.46,2.65,3.59,3.06,2.2,1.45,1.2,#N/A,,,,,,
359,ALC AU Equity,ALCIDION GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.205,0.05,0.019,0.022,0.041,0.044,0.069,0.052,0.125,0.145,#N/A,,,,,,
360,TER AU Equity,TERRACOM LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.12,0.545,0.13,0.065,0.031,0.006,0.027,0.415,0.555,0.16,#N/A,,,,,,
361,RUL AU Equity,RPMGLOBAL HOLDINGS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.13,0.52,0.4,0.365,0.35,0.47,0.58,0.56,0.41,0.545,0.62,0.585,1.05,#N/A,,,,,,
362,PNR AU Equity,PANTORO LTD,AUD,0.27,0.27,0.27,0.27,0.01,0.013,0.01,0.135,0.15,0.061,0.15,0.39,0.235,0.1,0.07,0.05,0.13,0.25,0.3,0.2,0.265,#N/A,,,,,,
363,SNL AU Equity,SUPPLY NETWORK LTD,AUD,0.13,0.17,0.21,0.32,0.48,0.49,0.375,0.28,0.345,0.28,0.32,0.56,0.995,1.35,2.3,2.05,2.1,2.52,4.24,3.5300000000000002,4.18,#N/A,,,,,,
364,PYC AU Equity,PYC THERAPEUTICS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,0.155,0.645,0.35,0.081,0.056,0.07,0.072,0.044,0.017,0.012,0.021,0.013,0.043,0.026,0.029,0.115,#N/A,,,,,,
365,QIP AU Equity,QANTM INTELLECTUAL PROPERTY,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.27,1.05,1.42,1.18,#N/A,,,,,,
366,A2B AU Equity,A2B AUSTRALIA LTD,AUD,2.12,3.68,2.7199999999999998,2.95,3.44,4.5,6.36,12.41,8.2,5.16,5.14,5.15,5,4.03,4.04,3.66,3.19,2.5300000000000002,2.4,1.7650000000000001,0.81,#N/A,,,,,,
367,GLL AU Equity,GALILEE ENERGY LTD,AUD,0.096,0.018,0.015,0.04,0.034,0.073,0.052,0.025,0.305,0.295,0.175,0.195,0.135,0.13,0.13,0.11,0.07,0.105,0.405,0.73,0.58,#N/A,,,,,,
368,SRG AU Equity,SRG GLOBAL LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.97,0.6,0.88,1.52,1.26,0.44,0.46,0.49,0.38,0.6,0.71,0.495,0.21,#N/A,,,,,,
369,FSA AU Equity,FSA GROUP LTD,AUD,#N/A,0.063,0.06,0.05,0.036,0.037,0.24,0.88,0.16,0.38,0.36,0.24,0.32,0.7,1.225,1.27,1.015,1.3599999999999999,1.4,1.055,0.865,#N/A,,,,,,
370,NCZ AU Equity,NEW CENTURY RESOURCES LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.35,0.5,0.44,0.38,0.16,0.195,0.195,1.31,0.485,0.155,#N/A,,,,,,
371,FID AU Equity,FIDUCIAN GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.7,2.31,4.09,4.66,5.16,5,#N/A,,,,,,
372,CAJ AU Equity,CAPITOL HEALTH LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.265,0.095,0.07,0.061,0.025,0.041,0.047,0.235,0.445,0.765,0.16,0.26,0.325,0.23,0.245,#N/A,,,,,,
373,MWY AU Equity,MIDWAY LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.5,2.64,3.45,0.8,#N/A,,,,,,
374,BSA AU Equity,BSA LTD,AUD,0.88,0.21,0.12,0.105,0.265,0.26,0.235,0.76,0.325,0.14,0.185,0.195,0.2,0.145,0.1,0.165,0.245,0.34,0.305,0.325,0.3,#N/A,,,,,,
375,RAP AU Equity,RESAPP HEALTH LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,0.078,0.094,0.046,0.016,0.016,0.016,0.029,0.008,0.002,0.004,0.008,0.37,0.295,0.135,0.195,0.175,#N/A,,,,,,
376,EZL AU Equity,EUROZ LTD,AUD,0.53,0.52,0.6,0.6,0.93,1.5899999999999999,2.55,4.4,4,0.93,1.28,1.615,1.15,1,1.295,1,0.79,1.08,1.25,1.245,1.025,#N/A,,,,,,
377,VVA AU Equity,VIVA LEISURE LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.9,2.62,#N/A,,,,,,
378,MML AU Equity,MEDUSA MINING LTD,AUD,#N/A,#N/A,#N/A,#N/A,0.4,0.68,0.63,1.27,1.24,2.22,3.9,6.59,4.83,1.545,1.845,0.835,0.64,0.28,0.5,0.575,0.69,#N/A,,,,,,
379,SLM AU Equity,SALMAT LTD,AUD,#N/A,#N/A,#N/A,1.9100000000000001,3.71,4.72,2.73,4.3,2.81,3.59,4.01,3.7,2.25,1.94,1.62,0.72,0.44,0.385,0.655,0.49,#N/A,#N/A,,,,,,
380,MRM AU Equity,MMA OFFSHORE LTD,AUD,0.3,0.77,0.24,0.155,0.325,0.35,0.6,1.895,1.55,1.83,2.54,3.19,2.82,3.52,2.06,0.535,0.305,0.155,0.255,0.175,0.065,#N/A,,,,,,
381,PCG AU Equity,PENGANA CAPITAL GROUP LTD,AUD,#N/A,1.99,6.85,3.4,6.43,5.9,7.77,13.65,10.1,5.1,5.21,5.35,3.35,1.73,1.9849999999999999,2.05,3.5,2.9,3.42,1.51,1.075,#N/A,,,,,,
382,SHJ AU Equity,SHINE JUSTICE LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.475,2.45,2.46,1.07,0.55,0.97,0.665,0.77,#N/A,,,,,,
383,WSP AU Equity,WHISPIR LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.46,2.15,#N/A,,,,,,
384,CLH AU Equity,COLLECTION HOUSE LTD,AUD,#N/A,5.287,3.1,1.19,1.43,1.4,0.975,0.745,0.46,0.485,0.75,0.65,0.8,1.645,1.88,2.23,1.1,1.165,1.49,1.21,1.085,#N/A,,,,,,
385,MOC AU Equity,MORTGAGE CHOICE LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,1.17,2.55,3.16,0.8,0.99,1.125,1.24,1.285,2.13,2.84,2.3,1.95,2.15,1.415,1.09,0.65,#N/A,,,,,,
386,HZN AU Equity,HORIZON OIL LTD,AUD,0.125,0.15,0.105,0.065,0.057,0.105,0.35,0.365,0.395,0.18,0.305,0.335,0.285,0.325,0.35,0.088,0.047,0.042,0.15,0.105,0.061,#N/A,,,,,,
387,NTU AU Equity,NORTHERN MINERALS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.18,0.365,0.165,0.067,0.725,0.25,0.12,0.18,0.165,0.074,0.11,0.09,0.075,0.018,#N/A,,,,,,
388,EGG AU Equity,ENERO GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,2.05,3,4.36,6.15,2.98,1.6400000000000001,1.02,0.04,0.5,0.34,1.07,0.78,1.245,1.015,1.06,1.42,1.4,#N/A,,,,,,
389,GGG AU Equity,GREENLAND MINERALS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.26,1.755,0.66,0.365,1.195,0.455,0.27,0.205,0.073,0.027,0.069,0.097,0.07,0.13,#N/A,#N/A,,,,,,
390,RMY AU Equity,RMA GLOBAL LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.17,0.27,#N/A,,,,,,
391,CLQ AU Equity,CLEAN TEQ HOLDINGS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.325,0.345,0.28,0.04,0.13,0.105,0.051,0.235,0.43,0.665,0.805,0.38,0.14,#N/A,,,,,,
392,88E AU Equity,88 ENERGY LTD,AUD,0.065,0.028,0.1,0.06,0.06,0.069,0.096,0.054,0.026,0.06,0.25,0.6,0.3,0.235,0.01,0.008,0.045,0.026,0.0175,0.022,#N/A,#N/A,,,,,,
393,COI AU Equity,COMET RIDGE LTD,AUD,#N/A,#N/A,#N/A,#N/A,0.11,0.11,0.325,0.25,0.165,0.29,0.15,0.105,0.105,0.22,0.15,0.06,0.055,0.13,0.36,0.26,0.092,#N/A,,,,,,
394,PGC AU Equity,PARAGON CARE LTD,AUD,0.165,0.033,0.012,0.055,0.09,0.155,0.14,0.03,0.023,0.022,0.028,0.04,0.195,0.305,0.26,0.59,0.7,0.765,0.825,0.415,0.19,#N/A,,,,,,
395,CDV AU Equity,CARDINAL RESOURCES LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.1,0.05,0.021,0.05,0.3,0.53,0.43,0.34,0.62,#N/A,,,,,,
396,PBP AU Equity,PROBIOTEC LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.2,1.35,2.1,1.31,0.355,0.265,0.28,0.415,0.205,0.51,0.43,1.15,1.5699999999999998,1.9300000000000002,#N/A,,,,,,
397,LTR AU Equity,LIONTOWN RESOURCES LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.25,0.09,0.025,0.045,0.043,0.058,0.011,0.034,0.01,0.019,0.009,0.028,0.1,0.105,#N/A,,,,,,
398,AVG AU Equity,AUSTRALIAN VINTAGE LTD,AUD,3.1,3.55,4.7,3.86,4.68,3.95,2.5,2.15,1.155,0.145,0.21,0.28,0.34,0.475,0.32,0.365,0.565,0.425,0.545,0.4825,0.41,#N/A,,,,,,
399,GSS AU Equity,GENETIC SIGNATURES LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.53,0.39,0.37,1.35,2.18,#N/A,,,,,,
400,DTC AU Equity,DAMSTRA HOLDINGS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.31,#N/A,,,,,,
401,SXE AU Equity,SOUTHERN CROSS ELECTRICAL,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.22,0.945,1.05,0.84,1.2,0.83,0.48,0.3,0.56,0.58,0.715,0.54,0.44,#N/A,,,,,,
402,ONT AU Equity,1300 SMILES LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,1.1,2.1,3.08,2.6,2.6,3.15,3.59,5.99,5.93,5.96,6.9,7.15,6.6899999999999995,6.4,6.35,5.16,#N/A,,,,,,
403,BLY AU Equity,BOART LONGYEAR LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.35,0.2,0.355,4.5600000000000005,2.7800000000000002,1.875,0.385,0.17,0.061,0.125,0.01,0.004,1.63,#N/A,#N/A,,,,,,
404,TGN AU Equity,TUNGSTEN MINING NL,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.18,0.039,0.04,0.04,0.025,0.51,0.24,0.105,#N/A,,,,,,
405,RND AU Equity,RAND MINING LTD,AUD,0.25,1.35,1.08,0.65,0.37,0.22,0.265,0.38,0.41,0.33,0.38,0.58,0.39,0.35,0.555,2,2.2,3,2.7,3.2800000000000002,2.06,#N/A,,,,,,
406,WGO AU Equity,WARREGO ENERGY LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.13,0.084,0.047,0.036,0.045,0.087,0.175,0.045,0.017,0.033,0.002,0.087,0.17,#N/A,,,,,,
407,CCV AU Equity,CASH CONVERTERS INTL LTD,AUD,0.063,0.024,0.037,0.078,0.23,0.275,0.45,0.7,0.23,0.42,0.55,0.725,0.645,1.07,1.08,0.7,0.435,0.315,0.31,0.1625,0.175,#N/A,,,,,,
408,DWS AU Equity,DWS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.05,2.5,1.03,0.835,1.44,1.32,1.465,1.44,1.16,0.585,1.12,1.5,1.26,1.17,0.81,#N/A,,,,,,
409,IMU AU Equity,IMUGENE LTD,AUD,0.21,0.039,0.01,0.18,0.21,0.13,0.105,0.245,0.07,0.068,0.034,0.03,0.008,0.004,0.013,0.011,0.008,0.013,0.029,0.016,0.031,#N/A,,,,,,
410,EWC AU Equity,ENERGY WORLD CORP LTD,AUD,0.125,0.1,0.044,0.021,0.018,0.038,0.03,1.04,1.175,0.63,0.375,0.5,0.37,0.39,0.32,0.365,0.185,0.38,0.17,0.059,0.061,#N/A,,,,,,
411,RDY AU Equity,READYTECH HOLDINGS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.54,1.4,#N/A,,,,,,
